"Time","Bhagyakul (CL402) STAGE_RT (m)","Bheramara (CL405) STAGE_RT (m)","Dhaka_Banani (CL42) STAGE_RT (m)","Rawshonpur (SW57A) STAGE_RT (m)"
"20/09/2025 17:00:00",,,,88.114
"20/09/2025 17:15:00",,,,88.113
"20/09/2025 17:30:00",,,,88.111
"20/09/2025 17:45:00",,,,88.11
"20/09/2025 18:00:00",,,,88.108
"20/09/2025 18:15:00",,,,88.105
"20/09/2025 18:30:00",,,,88.103
"20/09/2025 18:45:00",,,,88.102
"20/09/2025 19:00:00",,,,88.101
"20/09/2025 19:15:00",,,,88.099
"20/09/2025 19:30:00",,,,88.097
"20/09/2025 19:45:00",,,,88.095
"20/09/2025 20:00:00",,,,88.094
"20/09/2025 20:15:00",,,,88.093
"20/09/2025 20:30:00",,,,88.091
"20/09/2025 20:45:00",,,,88.09
"20/09/2025 21:00:00",,,,88.089
"20/09/2025 21:15:00",,,,88.086
"20/09/2025 21:30:00",,,,88.086
"20/09/2025 21:45:00",,,,88.084
"20/09/2025 22:00:00",,,,88.083
"20/09/2025 22:15:00",,,,88.082
"20/09/2025 22:30:00",,,,88.081
"20/09/2025 22:45:00",,,,88.078
"20/09/2025 23:00:00",,,,88.077
"20/09/2025 23:15:00",,,,88.076
"20/09/2025 23:30:00",,,,88.073
"20/09/2025 23:45:00",,,,88.072
"21/09/2025 00:00:00",,,,88.071
"21/09/2025 00:15:00",,,,88.07
"21/09/2025 00:30:00",,,,88.069
"21/09/2025 00:45:00",,,,88.067
"21/09/2025 01:00:00",,,,88.066
"21/09/2025 01:15:00",,,,88.063
"21/09/2025 01:30:00",,,,88.062
"21/09/2025 01:45:00",,,,88.063
"21/09/2025 02:00:00",,,,88.061
"21/09/2025 02:15:00",,,,88.061
"21/09/2025 02:30:00",,,,88.059
"21/09/2025 02:45:00",,,,88.059
"21/09/2025 03:00:00",,,,88.058
"21/09/2025 03:15:00",,,,88.057
"21/09/2025 03:30:00",,,,88.056
"21/09/2025 03:45:00",,,,88.056
"21/09/2025 04:00:00",,,,88.055
"21/09/2025 04:15:00",,,,88.053
"21/09/2025 04:30:00",,,,88.051
"21/09/2025 04:45:00",,,,88.049
"21/09/2025 05:00:00",,,,88.048
"21/09/2025 05:15:00",,,,88.047
"21/09/2025 05:30:00",,,,88.047
"21/09/2025 05:45:00",,,,88.044
"21/09/2025 06:00:00",,,,88.043
"21/09/2025 06:15:00",,,,88.042
"21/09/2025 06:30:00",,,,88.04
"21/09/2025 06:45:00",,,,88.04
"21/09/2025 07:00:00",,,,88.039
"21/09/2025 07:15:00",,,,88.037
"21/09/2025 07:30:00",,,,88.036
"21/09/2025 07:45:00",,,,88.038
"21/09/2025 08:00:00",,,,88.033
"21/09/2025 08:15:00",,,,88.032
"21/09/2025 08:30:00",,,,88.034
"21/09/2025 08:45:00",,,,88.03
"21/09/2025 09:00:00",,,,88.028
"21/09/2025 09:15:00",,,,88.024
"21/09/2025 09:30:00",,,,88.026
"21/09/2025 09:45:00",,,,88.025
"21/09/2025 10:00:00",,,,88.025
"21/09/2025 10:15:00",,,,88.025
"21/09/2025 10:30:00",,,,88.021
"21/09/2025 10:45:00",,,,88.02
"21/09/2025 11:00:00",,,,88.018
"21/09/2025 11:15:00",,,,88.018
"21/09/2025 11:30:00",,,,88.017
"21/09/2025 11:45:00",,,,88.017
"21/09/2025 12:00:00",,,,88.013
"21/09/2025 12:15:00",,,,88.013
"21/09/2025 12:30:00",,,,88.013
"21/09/2025 12:45:00",,,,88.013
"21/09/2025 13:00:00",,,,88.011
"21/09/2025 13:15:00",,,,88.012
"21/09/2025 13:30:00",,,,88.009
"21/09/2025 13:45:00",,,,88.009
"21/09/2025 14:00:00",,,,88.008
"21/09/2025 14:15:00",,,,88.008
"21/09/2025 14:30:00",,,,88.007
"21/09/2025 14:45:00",,,,88.004
"21/09/2025 15:00:00",,,,87.993
"21/09/2025 15:15:00",,,,88.01
"21/09/2025 15:30:00",,,,88.007
"21/09/2025 15:45:00",,,,88.004
"21/09/2025 16:00:00",,,,87.998
"21/09/2025 16:15:00",,,,88.001
"21/09/2025 16:30:00",,,,87.999
"21/09/2025 16:45:00",,,,87.997
"21/09/2025 17:00:00",,,,87.997
"21/09/2025 17:15:00",,,,87.997
"21/09/2025 17:30:00",,,,87.996
"21/09/2025 17:45:00",,,,87.994
"21/09/2025 18:00:00",,,,87.994
"21/09/2025 18:15:00",,,,87.993
"21/09/2025 18:30:00",,,,87.992
"21/09/2025 18:45:00",,,,87.991
"21/09/2025 19:00:00",,,,87.99
"21/09/2025 19:15:00",,,,87.989
"21/09/2025 19:30:00",,,,87.988
"21/09/2025 19:45:00",,,,87.987
"21/09/2025 20:00:00",,,,87.986
"21/09/2025 20:15:00",,,,87.985
"21/09/2025 20:30:00",,,,87.984
"21/09/2025 20:45:00",,,,87.984
"21/09/2025 21:00:00",,,,87.983
"21/09/2025 21:15:00",,,,87.983
"21/09/2025 21:30:00",,,,87.982
"21/09/2025 21:45:00",,,,87.982
"21/09/2025 22:00:00",,,,87.981
"21/09/2025 22:15:00",,,,87.981
"21/09/2025 22:30:00",,,,87.98
"21/09/2025 22:45:00",,,,87.979
"21/09/2025 23:00:00",,,,87.978
"21/09/2025 23:15:00",,,,87.977
"21/09/2025 23:30:00",,,,87.976
"21/09/2025 23:45:00",,,,87.976
"22/09/2025 00:00:00",,,,87.975
"22/09/2025 00:15:00",,,,87.975
"22/09/2025 00:30:00",,,,87.973
"22/09/2025 00:45:00",,,,87.973
"22/09/2025 01:00:00",,,,87.972
"22/09/2025 01:15:00",,,,87.972
"22/09/2025 01:30:00",,,,87.971
"22/09/2025 01:45:00",,,,87.971
"22/09/2025 02:00:00",,,,87.971
"22/09/2025 02:15:00",,,,87.97
"22/09/2025 02:30:00",,,,87.97
"22/09/2025 02:45:00",,,,87.97
"22/09/2025 03:00:00",,,,87.969
"22/09/2025 03:15:00",,,,87.969
"22/09/2025 03:30:00",,,,87.968
"22/09/2025 03:45:00",,,,87.968
"22/09/2025 04:00:00",,,,87.967
"22/09/2025 04:15:00",,,,87.967
"22/09/2025 04:30:00",,,,87.966
"22/09/2025 04:45:00",,,,87.965
"22/09/2025 05:00:00",,,,87.964
"22/09/2025 05:15:00",,,,87.963
"22/09/2025 05:30:00",,,,87.963
"22/09/2025 05:45:00",,,,87.962
"22/09/2025 06:00:00",,,,87.959
"22/09/2025 06:15:00",,,,87.958
"22/09/2025 06:30:00",,,,87.955
"22/09/2025 06:45:00",,,,87.955
"22/09/2025 07:00:00",,,,87.955
"22/09/2025 07:15:00",,,,87.94
"22/09/2025 07:30:00",,,,87.948
"22/09/2025 07:45:00",,,,87.95
"22/09/2025 08:00:00",,,,87.948
"22/09/2025 08:15:00",,,,87.95
"22/09/2025 08:30:00",,,,87.947
"22/09/2025 08:45:00",,,,87.947
"22/09/2025 09:00:00",,,,87.951
"22/09/2025 09:15:00",,,,87.951
"22/09/2025 09:30:00",,,,87.95
"22/09/2025 09:45:00",,,,87.949
"22/09/2025 10:00:00",,,,87.948
"22/09/2025 10:15:00",,,,87.949
"22/09/2025 10:30:00",,,,87.948
"22/09/2025 10:45:00",,,,87.949
"22/09/2025 11:00:00",,,,87.947
"22/09/2025 11:15:00",,,,87.945
"22/09/2025 11:30:00",,,,87.942
"22/09/2025 11:45:00",,,,87.94
"22/09/2025 12:00:00",,,,87.938
"22/09/2025 12:15:00",,,,87.934
"22/09/2025 12:30:00",,,,87.929
"22/09/2025 12:45:00",,,,87.922
"22/09/2025 13:00:00",,,,87.927
"22/09/2025 13:15:00",,,,87.933
"22/09/2025 13:30:00",,,,87.935
"22/09/2025 13:45:00",,,,87.928
"22/09/2025 14:00:00",,,,87.928
"22/09/2025 14:15:00",,,,87.932
"22/09/2025 14:30:00",,,,87.934
"22/09/2025 14:45:00",,,,87.933
"22/09/2025 15:00:00",,,,87.93
"22/09/2025 15:15:00",,,,87.922
"22/09/2025 15:30:00",,,,87.933
"22/09/2025 15:45:00",,,,87.931
"22/09/2025 16:00:00",,,,87.93
"22/09/2025 16:15:00",,,,87.928
"22/09/2025 16:30:00",,,,87.927
"22/09/2025 16:45:00",,,,87.927
"22/09/2025 17:00:00",,,,87.926
"22/09/2025 17:15:00",,,,87.927
"22/09/2025 17:30:00",,,,87.926
"22/09/2025 17:45:00",,,,87.925
"22/09/2025 18:00:00",,,,87.925
"22/09/2025 18:15:00",,,,87.925
"22/09/2025 18:30:00",,,,87.924
"22/09/2025 18:45:00",,,,87.924
"22/09/2025 19:00:00",,,,87.924
"22/09/2025 19:15:00",,,,87.923
"22/09/2025 19:30:00",,,,87.921
"22/09/2025 19:45:00",,,,87.921
"22/09/2025 20:00:00",,,,87.92
"22/09/2025 20:15:00",,,,87.924
"22/09/2025 20:30:00",,,,87.923
"22/09/2025 20:45:00",,,,87.923
"22/09/2025 21:00:00",,,,87.923
"22/09/2025 21:15:00",,,,87.924
"22/09/2025 21:30:00",,,,87.923
"22/09/2025 21:45:00",,,,87.923
"22/09/2025 22:00:00",,,,87.923
"22/09/2025 22:15:00",,,,87.923
"22/09/2025 22:30:00",,,,87.922
"22/09/2025 22:45:00",,,,87.922
"22/09/2025 23:00:00",,,,87.922
"22/09/2025 23:15:00",,,,87.923
"22/09/2025 23:30:00",,,,87.926
"22/09/2025 23:45:00",,,,87.926
"23/09/2025 00:00:00",,,,87.928
"23/09/2025 00:15:00",,,,87.928
"23/09/2025 00:30:00",,,,87.928
"23/09/2025 00:45:00",,,,87.928
"23/09/2025 01:00:00",,,,87.929
"23/09/2025 01:15:00",,,,87.928
"23/09/2025 01:30:00",,,,87.928
"23/09/2025 01:45:00",,,,87.928
"23/09/2025 02:00:00",,,,87.928
"23/09/2025 02:15:00",,,,87.928
"23/09/2025 02:30:00",,,,87.927
"23/09/2025 02:45:00",,,,87.926
"23/09/2025 03:00:00",,,,87.926
"23/09/2025 03:15:00",,,,87.925
"23/09/2025 03:30:00",,,,87.925
"23/09/2025 03:45:00",,,,87.924
"23/09/2025 04:00:00",,,,87.923
"23/09/2025 04:15:00",,,,87.923
"23/09/2025 04:30:00",,,,87.922
"23/09/2025 04:45:00",,,,87.921
"23/09/2025 05:00:00",,,,87.92
"23/09/2025 05:15:00",,,,87.919
"23/09/2025 05:30:00",,,,87.919
"23/09/2025 05:45:00",,,,87.918
"23/09/2025 06:00:00",,,,87.917
"23/09/2025 06:15:00",,,,87.918
"23/09/2025 06:30:00",,,,87.917
"23/09/2025 06:45:00",,,,87.915
"23/09/2025 07:00:00",,,,87.914
"23/09/2025 07:15:00",,,,87.914
"23/09/2025 07:30:00",,,,87.914
"23/09/2025 07:45:00",,,,87.916
"23/09/2025 08:00:00",,,,87.912
"23/09/2025 08:15:00",,,,87.913
"23/09/2025 08:30:00",,,,87.917
"23/09/2025 08:45:00",,,,87.909
"23/09/2025 09:00:00",,,,87.91
"23/09/2025 09:15:00",,,,87.912
"23/09/2025 09:30:00",,,,87.91
"23/09/2025 09:45:00",,,,87.907
"23/09/2025 10:00:00",,,,87.903
"23/09/2025 10:15:00",,,,87.907
"23/09/2025 10:30:00",,,,87.911
"23/09/2025 10:45:00",,,,87.913
"23/09/2025 11:00:00",,,,87.914
"23/09/2025 11:15:00",,,,87.913
"23/09/2025 11:30:00",,,,87.912
"23/09/2025 11:45:00",,,,87.909
"23/09/2025 12:00:00",,,,87.909
"23/09/2025 12:15:00",,,,87.91
"23/09/2025 12:30:00",,,,87.913
"23/09/2025 12:45:00",,,,87.909
"23/09/2025 13:00:00",,,,87.908
"23/09/2025 13:15:00",,,,87.907
"23/09/2025 13:30:00",,,,87.906
"23/09/2025 13:45:00",,,,87.906
"23/09/2025 14:00:00",,,,87.901
"23/09/2025 14:15:00",,,,87.904
"23/09/2025 14:30:00",,,,87.905
"23/09/2025 14:45:00",,,,87.905
"23/09/2025 15:00:00",,,,87.905
"23/09/2025 15:15:00",,,,87.902
"23/09/2025 15:30:00",,,,87.902
"23/09/2025 15:45:00",,,,87.903
"23/09/2025 16:00:00",,,,87.9
"23/09/2025 16:15:00",,,,87.899
"23/09/2025 16:30:00",,,,87.898
"23/09/2025 16:45:00",,,,87.898
"23/09/2025 17:00:00",,,,87.898
"23/09/2025 17:15:00",,,,87.898
"23/09/2025 17:30:00",,,,87.899
"23/09/2025 17:45:00",,,,87.899
"23/09/2025 18:00:00",,,,87.898
"23/09/2025 18:15:00",,,,87.898
"23/09/2025 18:30:00",,,,87.898
"23/09/2025 18:45:00",,,,87.898
"23/09/2025 19:00:00",,,,87.897
"23/09/2025 19:15:00",,,,87.896
"23/09/2025 19:30:00",,,,87.896
"23/09/2025 19:45:00",,,,87.895
"23/09/2025 20:00:00",,,,87.895
"23/09/2025 20:15:00",,,,87.894
"23/09/2025 20:30:00",,,,87.893
"23/09/2025 20:45:00",,,,87.893
"23/09/2025 21:00:00",,,,87.892
"23/09/2025 21:15:00",,,,87.892
"23/09/2025 21:30:00",,,,87.891
"23/09/2025 21:45:00",,,,87.891
"23/09/2025 22:00:00",,,,87.891
"23/09/2025 22:15:00",,,,87.89
"23/09/2025 22:30:00",,,,87.89
"23/09/2025 22:45:00",,,,87.889
"23/09/2025 23:00:00",,,,87.889
"23/09/2025 23:15:00",,,,87.888
"23/09/2025 23:30:00",,,,87.888
"23/09/2025 23:45:00",,,,87.887
"24/09/2025 00:00:00",,,,87.887
"24/09/2025 00:15:00",,,,87.887
"24/09/2025 00:30:00",,,,87.887
"24/09/2025 00:45:00",,,,87.886
"24/09/2025 01:00:00",,,,87.885
"24/09/2025 01:15:00",,,,87.885
"24/09/2025 01:30:00",,,,87.884
"24/09/2025 01:45:00",,,,87.884
"24/09/2025 02:00:00",,,,87.884
"24/09/2025 02:15:00",,,,87.884
"24/09/2025 02:30:00",,,,87.883
"24/09/2025 02:45:00",,,,87.883
"24/09/2025 03:00:00",,,,87.882
"24/09/2025 03:15:00",,,,87.881
"24/09/2025 03:30:00",,,,87.88
"24/09/2025 03:45:00",,,,87.881
"24/09/2025 04:00:00",,,,87.881
"24/09/2025 04:15:00",,,,87.879
"24/09/2025 04:30:00",,,,87.881
"24/09/2025 04:45:00",,,,87.88
"24/09/2025 05:00:00",,,,87.879
"24/09/2025 05:15:00",,,,87.878
"24/09/2025 05:30:00",,,,87.879
"24/09/2025 05:45:00",,,,87.876
"24/09/2025 06:00:00",,,,87.875
"24/09/2025 06:15:00",,,,87.874
"24/09/2025 06:30:00",,,,87.87
"24/09/2025 06:45:00",,,,87.87
"24/09/2025 07:00:00",,,,87.871
"24/09/2025 07:15:00",,,,87.872
"24/09/2025 07:30:00",,,,87.874
"24/09/2025 07:45:00",,,,87.873
"24/09/2025 08:00:00",,,,87.875
"24/09/2025 08:15:00",,,,87.874
"24/09/2025 08:30:00",,,,87.874
"24/09/2025 08:45:00",,,,87.872
"24/09/2025 09:00:00",,,,87.874
"24/09/2025 09:15:00",,,,87.874
"24/09/2025 09:30:00",,,,87.874
"24/09/2025 09:45:00",,,,87.872
"24/09/2025 10:00:00",,,,87.87
"24/09/2025 10:15:00",,,,87.873
"24/09/2025 10:30:00",,,,87.873
"24/09/2025 10:45:00",,,,87.872
"24/09/2025 11:00:00",,,,87.87
"24/09/2025 11:15:00",,,,87.869
"24/09/2025 11:30:00",,,,87.869
"24/09/2025 11:45:00",,,,87.868
"24/09/2025 12:00:00",,,,87.866
"24/09/2025 12:15:00",,,,87.865
"24/09/2025 12:30:00",,,,87.866
"24/09/2025 12:45:00",,,,87.863
"24/09/2025 13:00:00",,,,87.863
"24/09/2025 13:15:00",,,,87.871
"24/09/2025 13:30:00",,,,87.876
"24/09/2025 13:45:00",,,,87.875
"24/09/2025 14:00:00",,,,87.872
"24/09/2025 14:15:00",,,,87.87
"24/09/2025 14:30:00",,,,87.868
"24/09/2025 14:45:00",,,,87.858
"24/09/2025 15:00:00",,,,87.844
"24/09/2025 15:15:00",,,,87.842
"24/09/2025 15:30:00",,,,87.842
"24/09/2025 15:45:00",,,,87.842
"24/09/2025 16:00:00",,,,87.847
"24/09/2025 16:15:00",,,,87.85
"24/09/2025 16:30:00",,,,87.85
"24/09/2025 16:45:00",,,,87.854
"24/09/2025 17:00:00",,,,87.858
"24/09/2025 17:15:00",,,,87.859
"24/09/2025 17:30:00",,,,87.86
"24/09/2025 17:45:00",,,,87.86
"24/09/2025 18:00:00",,,,87.86
"24/09/2025 18:15:00",,,,87.86
"24/09/2025 18:30:00",,,,87.859
"24/09/2025 18:45:00",,,,87.86
"24/09/2025 19:00:00",,,,87.858
"24/09/2025 19:15:00",,,,87.858
"24/09/2025 19:30:00",,,,87.857
"24/09/2025 19:45:00",,,,87.856
"24/09/2025 20:00:00",,,,87.856
"24/09/2025 20:15:00",,,,87.855
"24/09/2025 20:30:00",,,,87.855
"24/09/2025 20:45:00",,,,87.854
"24/09/2025 21:00:00",,,,87.852
"24/09/2025 21:15:00",,,,87.854
"24/09/2025 21:30:00",,,,87.854
"24/09/2025 21:45:00",,,,87.854
"24/09/2025 22:00:00",,,,87.854
"24/09/2025 22:15:00",,,,87.854
"24/09/2025 22:30:00",,,,87.854
"24/09/2025 22:45:00",,,,87.854
"24/09/2025 23:00:00",,,,87.854
"24/09/2025 23:15:00",,,,87.854
"24/09/2025 23:30:00",,,,87.853
"24/09/2025 23:45:00",,,,87.853
"25/09/2025 00:00:00",,,,87.852
"25/09/2025 00:15:00",,,,87.852
"25/09/2025 00:30:00",,,,87.852
"25/09/2025 00:45:00",,,,87.851
"25/09/2025 01:00:00",,,,87.851
"25/09/2025 01:15:00",,,,87.85
"25/09/2025 01:30:00",,,,87.85
"25/09/2025 01:45:00",,,,87.85
"25/09/2025 02:00:00",,,,87.85
"25/09/2025 02:15:00",,,,87.849
"25/09/2025 02:30:00",,,,87.849
"25/09/2025 02:45:00",,,,87.849
"25/09/2025 03:00:00",,,,87.849
"25/09/2025 03:15:00",,,,87.848
"25/09/2025 03:30:00",,,,87.848
"25/09/2025 03:45:00",,,,87.848
"25/09/2025 04:00:00",,,,87.848
"25/09/2025 04:15:00",,,,87.847
"25/09/2025 04:30:00",,,,87.847
"25/09/2025 04:45:00",,,,87.848
"25/09/2025 05:00:00",,,,87.848
"25/09/2025 05:15:00",,,,87.848
"25/09/2025 05:30:00",,,,87.847
"25/09/2025 05:45:00",,,,87.846
"25/09/2025 06:00:00",,,,87.845
"25/09/2025 06:15:00",,,,87.844
"25/09/2025 06:30:00",,,,87.845
"25/09/2025 06:45:00",,,,87.847
"25/09/2025 07:00:00",,,,87.844
"25/09/2025 07:15:00",,,,87.844
"25/09/2025 07:30:00",,,,87.842
"25/09/2025 07:45:00",,,,87.841
"25/09/2025 08:00:00",,,,87.838
"25/09/2025 08:15:00",,,,87.838
"25/09/2025 08:30:00",,,,87.837
"25/09/2025 08:45:00",,,,87.836
"25/09/2025 09:00:00",,,,87.836
"25/09/2025 09:15:00",,,,87.837
"25/09/2025 09:30:00",,,,87.837
"25/09/2025 09:45:00",,,,87.836
"25/09/2025 10:00:00",,,,87.837
"25/09/2025 10:15:00",,,,87.837
"25/09/2025 10:30:00",,,,87.837
"25/09/2025 10:45:00",,,,87.837
"25/09/2025 11:00:00",,,,87.836
"25/09/2025 11:15:00",,,,87.837
"25/09/2025 11:30:00",,,,87.836
"25/09/2025 11:45:00",,,,87.836
"25/09/2025 12:00:00",,,,87.835
"25/09/2025 12:15:00",,,,87.836
"25/09/2025 12:30:00",,,,87.837
"25/09/2025 12:45:00",,,,87.837
"25/09/2025 13:00:00",,,,87.837
"25/09/2025 13:15:00",,,,87.836
"25/09/2025 13:30:00",,,,87.833
"25/09/2025 13:45:00",,,,87.835
"25/09/2025 14:00:00",,,,87.834
"25/09/2025 14:15:00",,,,87.831
"25/09/2025 14:30:00",,,,87.829
"25/09/2025 14:45:00",,,,87.823
"25/09/2025 15:00:00",,,,87.82
"25/09/2025 15:15:00",,,,87.819
"25/09/2025 15:30:00",,,,87.82
"25/09/2025 15:45:00",,,,87.822
"25/09/2025 16:00:00",,,,87.826
"25/09/2025 16:15:00",,,,87.827
"25/09/2025 16:30:00",,,,87.831
"25/09/2025 16:45:00",,,,87.832
"25/09/2025 17:00:00",,,,87.832
"25/09/2025 17:15:00",,,,87.832
"25/09/2025 17:30:00",,,,87.831
"25/09/2025 17:45:00",,,,87.831
"25/09/2025 18:00:00",,,,87.831
"25/09/2025 18:15:00",,,,87.83
"25/09/2025 18:30:00",,,,87.829
"25/09/2025 18:45:00",,,,87.828
"25/09/2025 19:00:00",,,,87.828
"25/09/2025 19:15:00",,,,87.827
"25/09/2025 19:30:00",,,,87.826
"25/09/2025 19:45:00",,,,87.826
"25/09/2025 20:00:00",,,,87.826
"25/09/2025 20:15:00",,,,87.825
"25/09/2025 20:30:00",,,,87.825
"25/09/2025 20:45:00",,,,87.824
"25/09/2025 21:00:00",,,,87.824
"25/09/2025 21:15:00",,,,87.823
"25/09/2025 21:30:00",,,,87.823
"25/09/2025 21:45:00",,,,87.823
"25/09/2025 22:00:00",,,,87.822
"25/09/2025 22:15:00",,,,87.822
"25/09/2025 22:30:00",,,,87.822
"25/09/2025 22:45:00",,,,87.821
"25/09/2025 23:00:00",,,,87.821
"25/09/2025 23:15:00",,,,87.821
"25/09/2025 23:30:00",,,,87.821
"25/09/2025 23:45:00",,,,87.821
"26/09/2025 00:00:00",,,,87.82
"26/09/2025 00:15:00",,,,87.82
"26/09/2025 00:30:00",,,,87.82
"26/09/2025 00:45:00",,,,87.82
"26/09/2025 01:00:00",,,,87.82
"26/09/2025 01:15:00",,,,87.82
"26/09/2025 01:30:00",,,,87.82
"26/09/2025 01:45:00",,,,87.819
"26/09/2025 02:00:00",,,,87.819
"26/09/2025 02:15:00",,,,87.819
"26/09/2025 02:30:00",,,,87.818
"26/09/2025 02:45:00",,,,87.819
"26/09/2025 03:00:00",,,,87.818
"26/09/2025 03:15:00",,,,87.818
"26/09/2025 03:30:00",,,,87.817
"26/09/2025 03:45:00",,,,87.817
"26/09/2025 04:00:00",,,,87.817
"26/09/2025 04:15:00",,,,87.817
"26/09/2025 04:30:00",,,,87.815
"26/09/2025 04:45:00",,,,87.818
"26/09/2025 05:00:00",,,,87.818
"26/09/2025 05:15:00",,,,87.817
"26/09/2025 05:30:00",,,,87.813
"26/09/2025 05:45:00",,,,87.811
"26/09/2025 06:00:00",,,,87.811
"26/09/2025 06:15:00",,,,87.81
"26/09/2025 06:30:00",,,,87.809
"26/09/2025 06:45:00",,,,87.808
"26/09/2025 07:00:00",,,,87.805
"26/09/2025 07:15:00",,,,87.803
"26/09/2025 07:30:00",,,,87.802
"26/09/2025 07:45:00",,,,87.802
"26/09/2025 08:00:00",,,,87.8
"26/09/2025 08:15:00",,,,87.796
"26/09/2025 08:30:00",,,,87.798
"26/09/2025 08:45:00",,,,87.798
"26/09/2025 09:00:00",,,,87.8
"26/09/2025 09:15:00",,,,87.802
"26/09/2025 09:30:00",,,,87.806
"26/09/2025 09:45:00",,,,87.807
"26/09/2025 10:00:00",,,,87.808
"26/09/2025 10:15:00",,,,87.807
"26/09/2025 10:30:00",,,,87.803
"26/09/2025 10:45:00",,,,87.805
"26/09/2025 11:00:00",,,,87.806
"26/09/2025 11:15:00",,,,87.811
"26/09/2025 11:30:00",,,,87.809
"26/09/2025 11:45:00",,,,87.806
"26/09/2025 12:00:00",,,,87.805
"26/09/2025 12:15:00",,,,87.808
"26/09/2025 12:30:00",,,,87.811
"26/09/2025 12:45:00",,,,87.812
"26/09/2025 13:00:00",,,,87.812
"26/09/2025 13:15:00",,,,87.811
"26/09/2025 13:30:00",,,,87.81
"26/09/2025 13:45:00",,,,87.81
"26/09/2025 14:00:00",,,,87.811
"26/09/2025 14:15:00",,,,87.81
"26/09/2025 14:30:00",,,,87.807
"26/09/2025 14:45:00",,,,87.808
"26/09/2025 15:00:00",,,,87.808
"26/09/2025 15:15:00",,,,87.806
"26/09/2025 15:30:00",,,,87.806
"26/09/2025 15:45:00",,,,87.806
"26/09/2025 16:00:00",,,,87.804
"26/09/2025 16:15:00",,,,87.803
"26/09/2025 16:30:00",,,,87.804
"26/09/2025 16:45:00",,,,87.803
"26/09/2025 17:00:00",,,,87.803
"26/09/2025 17:15:00",,,,87.803
"26/09/2025 17:30:00",,,,87.802
"26/09/2025 17:45:00",,,,87.802
"26/09/2025 18:00:00",,,,87.801
"26/09/2025 18:15:00",,,,87.801
"26/09/2025 18:30:00",,,,87.8
"26/09/2025 18:45:00",,,,87.801
"26/09/2025 19:00:00",,,,87.8
"26/09/2025 19:15:00",,,,87.8
"26/09/2025 19:30:00",,,,87.799
"26/09/2025 19:45:00",,,,87.799
"26/09/2025 20:00:00",,,,87.799
"26/09/2025 20:15:00",,,,87.799
"26/09/2025 20:30:00",,,,87.798
"26/09/2025 20:45:00",,,,87.798
"26/09/2025 21:00:00",,,,87.797
"26/09/2025 21:15:00",,,,87.797
"26/09/2025 21:30:00",,,,87.797
"26/09/2025 21:45:00",,,,87.797
"26/09/2025 22:00:00",,,,87.797
"26/09/2025 22:15:00",,,,87.796
"26/09/2025 22:30:00",,,,87.796
"26/09/2025 22:45:00",,,,87.795
"26/09/2025 23:00:00",,,,87.794
"26/09/2025 23:15:00",,,,87.794
"26/09/2025 23:30:00",,,,87.794
"26/09/2025 23:45:00",,,,87.794
"27/09/2025 00:00:00",,,,87.794
"27/09/2025 00:15:00",,,,87.794
"27/09/2025 00:30:00",,,,87.794
"27/09/2025 00:45:00",,,,87.794
"27/09/2025 01:00:00",,,,87.794
"27/09/2025 01:15:00",,,,87.793
"27/09/2025 01:30:00",,,,87.793
"27/09/2025 01:45:00",,,,87.792
"27/09/2025 02:00:00",,,,87.792
"27/09/2025 02:15:00",,,,87.792
"27/09/2025 02:30:00",,,,87.791
"27/09/2025 02:45:00",,,,87.792
"27/09/2025 03:00:00",,,,87.791
"27/09/2025 03:15:00",,,,87.791
"27/09/2025 03:30:00",,,,87.791
"27/09/2025 03:45:00",,,,87.79
"27/09/2025 04:00:00",,,,87.789
"27/09/2025 04:15:00",,,,87.787
"27/09/2025 04:30:00",,,,87.783
"27/09/2025 04:45:00",,,,87.78
"27/09/2025 05:00:00",,,,87.779
"27/09/2025 05:15:00",,,,87.778
"27/09/2025 05:30:00",,,,87.777
"27/09/2025 05:45:00",,,,87.778
"27/09/2025 06:00:00",,,,87.778
"27/09/2025 06:15:00",,,,87.778
"27/09/2025 06:30:00",,,,87.777
"27/09/2025 06:45:00",,,,87.777
"27/09/2025 07:00:00",,,,87.781
"27/09/2025 07:15:00",,,,87.782
"27/09/2025 07:30:00",,,,87.78
"27/09/2025 07:45:00",,,,87.78
"27/09/2025 08:00:00",,,,87.778
"27/09/2025 08:15:00",,,,87.776
"27/09/2025 08:30:00",,,,87.776
"27/09/2025 08:45:00",,,,87.777
"27/09/2025 09:00:00",,,,87.777
"27/09/2025 09:15:00",,,,87.779
"27/09/2025 09:30:00",,,,87.781
"27/09/2025 09:45:00",,,,87.785
"27/09/2025 10:00:00",,,,87.785
"27/09/2025 10:15:00",,,,87.784
"27/09/2025 10:30:00",,,,87.779
"27/09/2025 10:45:00",,,,87.775
"27/09/2025 11:00:00",,,,87.775
"27/09/2025 11:15:00",,,,87.765
"27/09/2025 11:30:00",,,,87.756
"27/09/2025 11:45:00",,,,87.755
"27/09/2025 12:00:00",,,,87.763
"27/09/2025 12:15:00",,,,87.783
"27/09/2025 12:30:00",,,,87.797
"27/09/2025 12:45:00",,,,87.799
"27/09/2025 13:00:00",,,,87.792
"27/09/2025 13:15:00",,,,87.791
"27/09/2025 13:30:00",,,,87.791
"27/09/2025 13:45:00",,,,87.792
"27/09/2025 14:00:00",,,,87.791
"27/09/2025 14:15:00",,,,87.789
